Deployment.Location.ID,month,lepus_detections,ursus_detections,odocoileus_detections,canis_detections,lynx_detections,martes_detections,marmota_detections,rare_detections,effort,Latitude,Longitude,Park,Trail,Height,d.Trail,elevation,water_dist_m,mean_ndvi,recreation_site_month,Year,recreation_rate_site,canopy_cover,start_date,end_date,recreation_park_month,recreation_rate_park_month,year_effort,recreation_rate_park_year,recreation_park_year,dist_to_trail,rec_year_100,rec_month_100,rec_site_100,log_effort
GARI01,7,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,8,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,9,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,10,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,11,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,12,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,13,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,14,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI01,15,0,0,0,0,0,1,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.45705,3,2020,0.107142857,11.08,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,145.6418021,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,4,0,1,0,0,0,0,0,0,21,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.091042453
GARI13,5,0,3,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,6,0,2,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,1525,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,7,0,0,2,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,8,3,0,2,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,9,0,0,0,0,0,1,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,10,0,0,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,11,0,0,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,12,0,0,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,13,0,0,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI13,14,0,0,0,0,0,0,0,0,28,49.9532,-123.089,GARI,Off trail,1.2,NA,1342,2368.584417,0.8178,3,2020,0.107142857,68.21,2020-09-23,2020-10-20,15608,29.4490566,NA,39.11016393,59643,306.934926,3911.016393,2944.90566,10.7142857,3.36729583
GARI04,29,2,0,0,0,0,0,0,0,28,49.9545,-123.078,GARI,Off trail,0.82,2,1536,1734.921917,0.733366667,3,2022,0.107142857,83.77,2022-06-29,2022-07-26,29285,49.80442177,2303,36.80937907,84772,267.1805777,3680.937907,4980.442177,10.7142857,3.36729583
GARI09,30,0,1,0,0,0,0,0,0,28,49.9407,-123.056,GARI,Off trail,0.7,3,1478,40.32785398,0.7832,3,2022,0.107142857,84.6,2022-07-27,2022-08-23,34712,68.73663366,2303,36.80937907,84772,450.0068852,3680.937907,6873.663366,10.7142857,3.36729583
GARI14,27,0,1,0,0,0,0,0,0,28,49.9455,-123.098,GARI,Off trail,0,NA,909,2857.694613,0.36605,3,2022,0.107142857,90.53,2022-05-04,2022-05-31,3084,5.244897959,2303,36.80937907,84772,197.5455352,3680.937907,524.4897959,10.7142857,3.36729583
GARI14,28,0,1,0,0,0,0,0,0,28,49.9455,-123.098,GARI,Off trail,0,NA,909,2857.694613,0.36605,3,2022,0.107142857,90.53,2022-05-04,2022-05-31,3084,5.244897959,NA,36.80937907,84772,197.5455352,3680.937907,524.4897959,10.7142857,3.36729583
GARI14,29,0,0,0,0,0,0,0,0,28,49.9455,-123.098,GARI,Off trail,0,NA,909,2857.694613,0.36605,3,2022,0.107142857,90.53,2022-05-04,2022-05-31,3084,5.244897959,NA,36.80937907,84772,197.5455352,3680.937907,524.4897959,10.7142857,3.36729583
GARI19,27,0,0,0,0,0,0,0,0,28,49.9562,-123.103,GARI,Off trail,1.86,3.78,954,2973.539187,0.6473,3,2022,0.107142857,73.94,2022-05-04,2022-05-31,3084,5.244897959,2303,36.80937907,84772,348.8533486,3680.937907,524.4897959,10.7142857,3.36729583
GARI19,28,0,0,0,0,0,0,0,0,28,49.9562,-123.103,GARI,Off trail,1.86,3.78,954,2973.539187,0.6473,3,2022,0.107142857,73.94,2022-05-04,2022-05-31,3084,5.244897959,NA,36.80937907,84772,348.8533486,3680.937907,524.4897959,10.7142857,3.36729583
GARI20,27,0,0,0,0,0,0,0,0,28,49.9592,-123.108,GARI,Off trail,0.76,3.79,919,2492.698242,0.81475,3,2022,0.107142857,89.99,2022-05-04,2022-05-31,3084,5.244897959,2303,36.80937907,84772,340.8224935,3680.937907,524.4897959,10.7142857,3.36729583
GARI20,28,0,1,2,0,0,1,0,0,28,49.9592,-123.108,GARI,Off trail,0.76,3.79,919,2492.698242,0.81475,3,2022,0.107142857,89.99,2022-05-04,2022-05-31,3084,5.244897959,NA,36.80937907,84772,340.8224935,3680.937907,524.4897959,10.7142857,3.36729583
GARI20,29,0,0,0,0,0,0,0,0,28,49.9592,-123.108,GARI,Off trail,0.76,3.79,919,2492.698242,0.81475,3,2022,0.107142857,89.99,2022-05-04,2022-05-31,3084,5.244897959,NA,36.80937907,84772,340.8224935,3680.937907,524.4897959,10.7142857,3.36729583
GARI20,30,0,0,0,0,0,0,0,0,28,49.9592,-123.108,GARI,Off trail,0.76,3.79,919,2492.698242,0.81475,3,2022,0.107142857,89.99,2022-05-04,2022-05-31,3084,5.244897959,NA,36.80937907,84772,340.8224935,3680.937907,524.4897959,10.7142857,3.36729583
GARI01,16,0,0,1,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,3599,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,17,0,0,2,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,18,0,1,5,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,19,0,1,2,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,20,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,21,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,22,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,23,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,24,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,25,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,26,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,27,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI01,28,0,0,0,0,0,0,0,0,28,49.9539,-123.068,GARI,Off trail,0.87,2,1550,1163.335682,0.765933333,3,2021,0.107142857,11.08,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,145.6418021,3208.446791,5015.646259,10.7142857,3.36729583
GARI03,16,0,1,4,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.748133333,3,2021,0.107142857,14.05,2021-06-30,2021-07-27,29492,50.15646259,3599,32.08446791,115472,244.8130842,3208.446791,5015.646259,10.7142857,3.36729583
GARI03,17,0,2,3,0,0,0,0,0,28,49.9529,-123.05,GARI,Off trail,0.58,5,1664,518.1687668,0.748133333,3,2021,0.107142857,14.05,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,244.8130842,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,16,0,0,4,0,0,1,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,3599,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,17,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,18,2,2,3,0,0,1,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,19,0,0,3,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,20,0,0,2,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,21,1,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,22,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,23,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,24,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,25,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,26,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,27,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,28,0,0,0,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
GARI06,29,1,0,1,0,0,0,0,0,28,49.9593,-123.061,GARI,Off trail,1.2,NA,1658,1416.189764,0.7101,3,2021,0.107142857,81.62,2021-06-30,2021-07-27,29492,50.15646259,NA,32.08446791,115472,421.3716096,3208.446791,5015.646259,10.7142857,3.36729583
JOFF10,29,0,0,0,0,0,0,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.758266667,3,2022,0.107142857,38.37,2022-06-29,2022-07-26,23255,46.14087302,1988,31.71881288,63057,303.7751904,3171.881288,4614.087302,10.7142857,3.36729583
JOFF10,30,0,1,0,0,0,1,0,0,28,50.3574,-122.492,JOFF,Off trail,0,0,1518,795.1161005,0.758266667,3,2022,0.107142857,38.37,2022-06-29,2022-07-26,23255,46.14087302,NA,31.71881288,63057,303.7751904,3171.881288,4614.087302,10.7142857,3.36729583
JOFF13,29,0,0,0,0,0,0,2,0,28,50.3384,-122.479,JOFF,Off trail,0.64,1.2,1775,622.4854981,0.269366667,3,2022,0.107142857,0,2022-06-29,2022-07-26,23255,46.14087302,1988,31.71881288,63057,649.5559073,3171.881288,4614.087302,10.7142857,3.36729583
JOFF04,15,0,0,0,0,0,0,1,0,28,50.3419,-122.482,JOFF,On trail,0.8,2.5,1603,353.8375176,0.46055,3,2021,0.107142857,77.57,2021-06-02,2021-06-29,4605,9.136904762,3132,19.70114943,61704,0,1970.114943,913.6904762,10.7142857,3.36729583
JOFF05,16,3,0,4,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.851133333,3,2021,0.107142857,87.28,2021-06-30,2021-07-27,17240,34.20634921,3132,19.70114943,61704,231.8578592,1970.114943,3420.634921,10.7142857,3.36729583
JOFF05,17,2,0,12,0,0,0,0,0,28,50.3549,-122.481,JOFF,Off trail,0.76,0.8,1597,284.0765043,0.851133333,3,2021,0.107142857,87.28,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,231.8578592,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,16,2,1,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,3132,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,17,0,5,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,18,2,3,2,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,19,0,0,3,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,20,1,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,21,3,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,22,0,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,23,0,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,24,0,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,25,0,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,26,0,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,27,0,0,0,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF07,28,1,3,1,0,0,0,0,0,28,50.3637,-122.509,JOFF,Off trail,0.6,4.5,1276,2154.902378,0.8716,3,2021,0.107142857,91.49,2021-06-30,2021-07-27,17240,34.20634921,NA,19.70114943,61704,687.1191201,1970.114943,3420.634921,10.7142857,3.36729583
JOFF14,19,0,0,0,0,0,3,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,0.0503,3,2021,0.107142857,0,2021-09-22,2021-10-19,11148,22.11904762,3132,19.70114943,61704,0,1970.114943,2211.904762,10.7142857,3.36729583
JOFF14,20,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,0.0503,3,2021,0.107142857,0,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,10.7142857,3.36729583
JOFF14,21,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,0.0503,3,2021,0.107142857,0,2021-09-22,2021-10-19,11148,22.11904762,NA,19.70114943,61704,0,1970.114943,2211.904762,10.7142857,3.36729583
JOFF14,22,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,-0.05995,3,2021,0.107142857,0,2021-12-15,2022-01-11,4,0.007936508,3132,19.70114943,61704,0,1970.114943,0.7936508,10.7142857,3.36729583
JOFF14,23,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,-0.05995,3,2021,0.107142857,0,2021-12-15,2022-01-11,4,0.007936508,NA,19.70114943,61704,0,1970.114943,0.7936508,10.7142857,3.36729583
JOFF14,24,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,-0.05995,3,2021,0.107142857,0,2021-12-15,2022-01-11,4,0.007936508,NA,19.70114943,61704,0,1970.114943,0.7936508,10.7142857,3.36729583
JOFF14,25,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,-0.05995,3,2021,0.107142857,0,2021-12-15,2022-01-11,4,0.007936508,NA,19.70114943,61704,0,1970.114943,0.7936508,10.7142857,3.36729583
JOFF14,26,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,-0.05995,3,2021,0.107142857,0,2021-12-15,2022-01-11,4,0.007936508,NA,19.70114943,61704,0,1970.114943,0.7936508,10.7142857,3.36729583
JOFF14,27,0,0,0,0,0,0,0,0,28,50.336,-122.489,JOFF,On trail,1.75,4,1789,1172.264246,-0.05995,3,2021,0.107142857,0,2021-12-15,2022-01-11,4,0.007936508,NA,19.70114943,61704,0,1970.114943,0.7936508,10.7142857,3.36729583
JOFF12,4,0,0,1,0,0,0,0,0,23,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.17805383
JOFF12,5,0,0,0,0,0,0,0,0,28,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.36729583
JOFF12,6,2,0,0,0,0,0,0,0,28,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,1448,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.36729583
JOFF12,7,0,0,0,0,0,1,0,0,28,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.36729583
JOFF12,8,0,0,0,0,0,1,0,0,28,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.36729583
JOFF12,9,0,0,0,0,0,0,0,0,28,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.36729583
JOFF12,10,0,0,0,0,0,0,0,0,28,50.3522,-122.477,JOFF,Off trail,0.9,3,1655,193.7575374,0.494,3,2020,0.107142857,84.93,2020-09-23,2020-10-20,356,0.741666667,NA,1.133977901,1642,260.5910944,113.3977901,74.1666667,10.7142857,3.36729583
